headline,date,web_url,lead_paragraph,section,keywords
House Republicans to Broaden Higher Education Inquiry Beyond Antisemitism,2024-01-05T22:40:57+0000,https://www.nytimes.com/2024/01/05/us/politics/house-republicans-antisemitism-colleges-harvard.html,"When Representative Virginia Foxx, Republican of North Carolina and the chairwoman of the Education and Workforce Committee, arranged a hearing about antisemitism on college campuses, she said, her goal was not to force the nation’s top university presidents out of their jobs.",U.S.,"['Colleges and Universities', 'United States Politics and Government', 'Anti-Semitism', 'Jews and Judaism', 'Conservatism (US Politics)', 'Diversity Initiatives', 'Polls and Public Opinion', 'Israel-Gaza War (2023- )', 'Affirmative Action', 'Hiring and Promotion', 'Plagiarism']"
"As Pressure Mounts, Israeli Minister Proposes Plan for Postwar Gaza",2024-01-06T00:20:53+0000,https://www.nytimes.com/2024/01/05/world/middleeast/israel-plan-gaza.html,"As Secretary of State Antony J. Blinken returned to the Middle East on Friday in an effort to ease escalating tensions, Israel’s defense minister floated a postwar plan for the Gaza Strip that exposed divisions in Prime Minister Benjamin Netanyahu’s wartime government.",World,"['Israel-Gaza War (2023- )', 'Israeli Settlements', 'Palestinians', 'International Relations', 'Assassinations and Attempted Assassinations', 'Defense and Military Forces', 'United States Politics and Government']"
"As Gaza Losses Mount Under Strikes, Dignified Burials Are Another Casualty",2024-01-06T10:00:29+0000,https://www.nytimes.com/2024/01/06/world/middleeast/gaza-israel-burials-deaths.html,"For four days, Kareem Sabawi’s body lay wrapped in a blanket in a cold, empty apartment as his family sheltered nearby. He was killed during intense Israeli bombardment near his family home, his father and mother said, and in the days that followed, it was too dangerous to step outside and lay their 10-year-old child to rest.",World,"['Israel-Gaza War (2023- )', 'Palestinians', 'Deaths (Fatalities)', 'Cemeteries', 'Funerals and Memorials', 'Terrorism', 'Defense and Military Forces']"
How Harvard’s Board Broke Up With Claudine Gay,2024-01-06T10:01:53+0000,https://www.nytimes.com/2024/01/06/business/claudine-gay-harvard-corporation-board.html,"​Claudine Gay was in Rome on a family vacation on Dec. 27 when Penny Pritzker, the leader of Harvard University’s governing board, called to ask: Did she think there was a path forward with her as the school’s president?",Business Day,"['Colleges and Universities', 'Appointments and Executive Changes', 'Boards of Directors', 'Israel-Gaza War (2023- )', 'Demonstrations, Protests and Riots', 'Anti-Semitism', 'Plagiarism']"
"In Frothy Awards Season, What Role Will Israel-Hamas War Play?",2024-01-06T10:02:32+0000,https://www.nytimes.com/2024/01/06/business/media/hollywood-awards-israel-gaza-speeches.html,"As Hollywood heads into the heart of its awards season — a three-month orgy of frothy self-celebration and pop culture glamour — celebrities and their handlers find themselves with a serious decision to make: what, if anything, to say about the Israel-Hamas war.",Business Day,"['Israel-Gaza War (2023- )', 'Golden Globes (Awards)', 'Academy Awards (Oscars)', 'Actors and Actresses', 'Awards, Decorations and Honors', 'Television', 'Movies']"
Hezbollah Fires Rockets at Israel in Response to Killing in Beirut,2024-01-06T11:22:38+0000,https://www.nytimes.com/2024/01/06/world/middleeast/hezbollah-israel-lebanon-gaza-war.html,"The Lebanese militia Hezbollah fired a volley of rockets toward a small military base in northern Israel on Saturday, in what the group said was an initial response to the assassination of a senior Hamas commander in Lebanon five days ago that has raised fears of a wider conflict.",World,['War and Armed Conflicts']
"Blinken, in Jordan and Qatar, continues his Mideast tour in hopes of reducing tensions.",2024-01-07T07:34:15+0000,https://www.nytimes.com/2024/01/07/world/middleeast/blinken-middle-east-israel-hamas-war.html,"Antony J. Blinken, the U.S. secretary of state, held meetings on Sunday with leaders in Jordan and Qatar as part of a weeklong eastern Mediterranean and Middle East tour aimed at reducing the risk that the war in Gaza could spread in the region.",World,[]
Dignified burials have become another casualty in Gaza.,2024-01-07T07:35:06+0000,https://www.nytimes.com/2024/01/07/world/middleeast/dignified-burials-have-become-another-casualty-in-gaza.html,"For four days, Kareem Sabawi’s body lay wrapped in a blanket in a cold, empty apartment as his family sheltered nearby. He was killed during intense Israeli bombardment near his family home, his father and mother said, and in the days that followed, it was too dangerous to step outside and lay their 10-year-old child to rest.",World,[]
"American Unions Long Backed Israel. Now, Some Are Protesting It.",2024-01-07T10:00:38+0000,https://www.nytimes.com/2024/01/07/business/american-unions-long-backed-israel-now-some-are-protesting-it.html,"“Why are we here?” said Brandon Mancilla, a leader with the United Automobile Workers. Mr. Mancilla faced a crowd of hundreds of union members gathered on the steps of the New York Public Library’s Fifth Avenue branch, huddling against the cold as they rallied for a cease-fire in Gaza.",Business Day,"['Israel-Gaza War (2023- )', 'Organized Labor', 'Demonstrations, Protests and Riots']"
"War Brings Tensions, and Assault Rifles, Into an Israeli College",2024-01-07T10:01:15+0000,https://www.nytimes.com/2024/01/07/world/middleeast/israel-gaza-haifa-university-students.html,"In a classroom at the University of Haifa in late December, Yitzhak Cohen, a fourth-year law student, began the shoulder-shrugging, arm-contorting choreography familiar to any student trying to remove a backpack.",World,"['Israel-Gaza War (2023- )', 'Colleges and Universities', 'Palestinians', 'Jews and Judaism', 'Arabs', 'Politics and Government']"
What Will Happen to Gaza’s People?,2024-01-07T14:00:10+0000,https://www.nytimes.com/2024/01/07/opinion/israel-gaza-war.html,Conventional wisdom has generally held that Israel’s government lacks a strategy for the Gaza Strip beyond toppling Hamas.,Opinion,"['Israel-Gaza War (2023- )', 'Palestinians']"
"Two More Journalists Killed in Gaza, Including Son of Al Jazeera Reporter",2024-01-07T14:46:24+0000,https://www.nytimes.com/2024/01/07/world/middleeast/journalists-gaza-al-jazeera-reporter-son.html,"Wael al-Dahdouh, a well-known Palestinian correspondent for Al Jazeera TV who has spent his career covering Gaza, had already lost his wife, a son, a daughter and an infant grandson in an Israeli airstrike in October. ",World,"['Israel-Gaza War (2023- )', 'News and News Media', 'Defense and Military Forces', 'Palestinians', 'Civilian Casualties', 'vis-video']"
Monday Briefing: Bangladesh’s Troubled Election,2024-01-07T20:26:51+0000,https://www.nytimes.com/2024/01/07/briefing/bangladesh-election-hamas-gaza-japan-steel.html,Prime Minister Sheikh Hasina of Bangladesh was nearly guaranteed a fourth consecutive term in office as voting ended in a low-turnout election yesterday. ,Briefing,[]
"From Lebanon to the Red Sea, a Broader Conflict With Iran Looms",2024-01-07T21:02:38+0000,https://www.nytimes.com/2024/01/07/us/politics/iran-us-israel-conflict.html,President Biden and his top national security aides believed last summer that the chances of conflict with Iran and its proxies were well contained.,U.S.,"['United States International Relations', 'Israel-Gaza War (2023- )', 'International Relations', 'Nuclear Weapons', 'United States Politics and Government', 'Russian Invasion of Ukraine (2022)']"
"As West Bank Violence Rises, Israel Vows to Pursue Military Goals in Gaza",2024-01-07T22:04:57+0000,https://www.nytimes.com/2024/01/07/world/middleeast/israel-gaza-war-.html,"JERUSALEM — As the war in the Gaza Strip ended its third month on Sunday, with top diplomats touring the region to try to stop the conflict from spreading, Israel said it had broken up Hamas’s command structure in northern Gaza and signaled that it would not change its objective of dismantling the group’s capabilities across the ravaged territory.",World,"['Israel-Gaza War (2023- )', 'Palestinians', 'International Relations', 'Humanitarian Aid', 'Defense and Military Forces', 'United States International Relations', 'News and News Media']"
Monday Briefing,2024-01-08T05:03:05+0000,https://www.nytimes.com/2024/01/08/briefing/iran-hostilities-ukraine-war-bangladesh.html,"Hamas’s Oct. 7 attacks in Israel and Israel’s bombardment of the Gaza Strip have emboldened a newly aggressive Iran. After launching scores of attacks across the region, Iranian proxy groups have come into direct conflict with U.S. forces twice in the past week, and Washington is openly threatening airstrikes if the violence does not abate.",Briefing,[]
Wealthy Donors Pull Back From New York City’s Escalating Problems,2024-01-08T08:00:22+0000,https://www.nytimes.com/2024/01/08/nyregion/nyc-philanthropy-donor-support.html,"At first glance, this might seem like just the right moment for New York City’s deep-pocketed philanthropists to flex some muscle.",New York,"['Philanthropy', 'Homeless Persons', 'Israel-Gaza War (2023- )', 'High Net Worth Individuals', 'Charter Schools', 'Immigration and Emigration', 'Education (K-12)', 'audio-neutral-informative']"
Blinken Says Saudi Arabia Remains Interested in Diplomatic Ties With Israel,2024-01-08T12:02:26+0000,https://www.nytimes.com/2024/01/08/world/middleeast/blinken-middle-east-visit-israel-gaza.html,"Antony J. Blinken, the U.S. secretary of state, said on Monday that the leader of Saudi Arabia told him that establishing diplomatic recognition between the kingdom and Israel was still possible, but it required an end to the war in Gaza and practical steps toward a Palestinian state.",World,[]
Pro-Palestinian Demonstrators Block N.Y. Bridge and Tunnel Traffic,2024-01-08T15:53:53+0000,https://www.nytimes.com/2024/01/08/nyregion/palestinian-protest-holland-tunnel-brooklyn-bridge.html,"Pro-Palestinian demonstrators on Monday blocked off entrances to the Holland Tunnel and the Brooklyn, Manhattan and Williamsburg Bridges, disrupting rush-hour traffic in Manhattan as they protested Israel’s bombardment of the Gaza Strip and called for a cease-fire.",New York,"['Palestinians', 'Demonstrations, Protests and Riots', 'Bridges and Tunnels', 'Israel-Gaza War (2023- )']"
Israel Says Its Military Is Starting to Shift to a More Targeted Gaza Campaign,2024-01-08T16:19:45+0000,https://www.nytimes.com/2024/01/08/us/politics/israel-military-gaza.html,"Israel said its military is starting to shift from a large-scale ground and air campaign in the Gaza Strip to a more targeted phase in its war against Hamas, and Israeli officials have privately told their American counterparts that they hoped the transition would be completed by the end of January, U.S. officials said. ",U.S.,"['Israel-Gaza War (2023- )', 'Defense and Military Forces']"
TikTok Quietly Curtails Data Tool Used by Critics,2024-01-08T16:28:34+0000,https://www.nytimes.com/2024/01/08/business/media/tiktok-data-tool-israel-hamas-war.html,"TikTok has quietly restricted one of its few tools to help measure the popularity of trends on the video app, after the tool’s results were used by researchers and lawmakers to scrutinize content on the site related to geopolitics and the Israel-Hamas war.",Business Day,"['Social Media', 'Computers and the Internet', 'Israel-Gaza War (2023- )']"
"Israel Picks Holocaust Survivor Judge for Genocide Case, Surprising Some",2024-01-08T17:48:37+0000,https://www.nytimes.com/2024/01/08/world/middleeast/israel-gaza-genocide-case-judge-barak.html,"As Israel prepares this week to face accusations at the International Court of Justice that it has committed genocide in the Gaza war, it has appointed one of the country’s most prominent jurists as the ad hoc judge to sit on the bench on its behalf.",World,"['International Relations', 'Israel-Gaza War (2023- )', 'War Crimes, Genocide and Crimes Against Humanity', 'Courts and the Judiciary']"
